web-scraper-order,web-scraper-start-url,link-selector,link-selector-href,product-base-price-selector,product-calorie-selector,product-fat-selector,product-carb-selector,product-price-kilo-selector,product-protein-selector
"1665144741-999","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Sinterklaas lekkernijen pakket","https://www.ah.nl/producten/product/wi537215/ah-sinterklaas-lekkernijen-pakket","6.86","null","null","null","null","null"
"1665144744-1000","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Côte d'Or Voor de echte chocoladeliefhebber","https://www.ah.nl/producten/product/wi537218/cote-d-or-voor-de-echte-chocoladeliefhebber","6.87","null","null","null","null","null"
"1665144746-1001","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","BioToday Ahornsiroop","https://www.ah.nl/producten/product/wi232992/biotoday-ahornsiroop","6.89","1466 kJ (345 kcal)","Vet0 g","Koolhydraten86 g","Prijs per LT € 27,56","Eiwitten0.26 g"
"1665144748-1002","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Haribo Kindermix value tub","https://www.ah.nl/producten/product/wi502491/haribo-kindermix-value-tub","6.99","335 kcal (1420 kJ)","Vet< 0.5 g","Koolhydraten80 g","Prijs per KG € 6,99","Eiwitten1.9 g"
"1665144751-1003","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Haribo Starmix value tub","https://www.ah.nl/producten/product/wi502490/haribo-starmix-value-tub","6.99","342 kcal (1452 kJ)","Vet< 0.5 g","Koolhydraten77 g","Prijs per KG € 6,99","Eiwitten6.6 g"
"1665144753-1004","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Lindt Hochfein pralines chocolade","https://www.ah.nl/producten/product/wi403013/lindt-hochfein-pralines-chocolade","6.99","2285 kJ (548 kcal)","Vet35 g","Koolhydraten49 g","Prijs per KG € 58,25","Eiwitten7.8 g"
"1665144756-1005","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Biologisch Hazelnoten","https://www.ah.nl/producten/product/wi469387/ah-biologisch-hazelnoten","6.99","2845 kJ (690 kcal)","Vet65 g","Koolhydraten8 g","Prijs per KG € 19,42","Eiwitten15 g"
"1665144759-1006","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Biologisch Notenmix","https://www.ah.nl/producten/product/wi469384/ah-biologisch-notenmix","6.99","2715 kJ (657 kcal)","Vet59 g","Koolhydraten9.3 g","Prijs per KG € 19,97","Eiwitten19 g"
"1665144762-1007","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Merci Geschenkdoos","https://www.ah.nl/producten/product/wi53205/merci-geschenkdoos","6.99","2346 kJ (563 kcal)","Vet36.1 g","Koolhydraten49.9 g","Prijs per KG € 17,48","Eiwitten7.8 g"
"1665144764-1008","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Sportlife kauwgom & mineraalwater pakket","https://www.ah.nl/producten/product/wi526088/sportlife-kauwgom-en-mineraalwater-pakket","7.08","null","null","null","null","null"
"1665144767-1009","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Haribo Zure bommen","https://www.ah.nl/producten/product/wi73628/haribo-zure-bommen","7.15","338 kcal (1436 kJ)","Vet< 0.5 g","Koolhydraten84 g","null","Eiwitten< 0.5 g"
"1665144769-1010","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Australian 9-pack Classic selection dreamers","https://www.ah.nl/producten/product/wi417380/australian-9-pack-classic-selection-dreamers","7.19","502 kcal (2101 kJ)","Vet33.19 g","Koolhydraten45.1 g","Prijs per KG € 44,38","Eiwitten5.72 g"
"1665144771-1011","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Springvorm 26cm","https://www.ah.nl/producten/product/wi514593/ah-springvorm-26cm","7.29","null","null","null","null","null"
"1665144773-1012","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Film pakket","https://www.ah.nl/producten/product/wi520908/film-pakket","7.38","null","null","null","null","null"
"1665144776-1013","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Walnoten ongebrand","https://www.ah.nl/producten/product/wi460465/ah-walnoten-ongebrand","7.39","2874 kJ (697 kcal)","Vet67 g","Koolhydraten3.2 g","Prijs per KG € 14,78","Eiwitten17 g"
"1665144778-1014","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Pijnboompitten","https://www.ah.nl/producten/product/wi415609/ah-pijnboompitten","7.48","2735 kJ (662 kcal)","Vet59 g","Koolhydraten10 g","Prijs per KG € 49,87","Eiwitten19 g"
"1665144780-1015","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Kinder Advent kalender kerstboom","https://www.ah.nl/producten/product/wi525325/kinder-advent-kalender-kerstboom","7.49","2384 kJ (572 kcal)","Vet37.3 g","Koolhydraten49.5 g","Prijs per KG € 49,93","Eiwitten8.6 g"
