web-scraper-order,web-scraper-start-url,link-selector,link-selector-href,product-base-price-selector,product-calorie-selector,product-fat-selector,product-carb-selector,product-price-kilo-selector,product-protein-selector
"1665126928-561","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Becel Proactiv original cholesterolverlagend","https://www.ah.nl/producten/product/wi67880/becel-proactiv-original-cholesterolverlagend","4.39","1483 kJ (355 kcal)","Vet40 g","Koolhydraten< 0.5 g","Normale prijs per KG € 17,56","Eiwitten< 0.5 g"
"1665126931-562","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Go-Tan Coconut milk","https://www.ah.nl/producten/product/wi212984/go-tan-coconut-milk","1.25","177 kcal (731 kJ)","Vet18 g","Koolhydraten2.7 g","Prijs per LT € 5,00","Eiwitten1.1 g"
"1665126933-563","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Houdbare volle melk 6-pack","https://www.ah.nl/producten/product/wi437834/ah-houdbare-volle-melk-6-pack","1.99","257 kJ (62 kcal)","Vet3.5 g","Koolhydraten4.5 g","Prijs per LT € 1,66","Eiwitten3 g"
"1665126936-564","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Arla Lactofree griekse stijl yoghurt","https://www.ah.nl/producten/product/wi520130/arla-lactofree-griekse-stijl-yoghurt","2.15","105 kcal (437 kJ)","Vet8 g","Koolhydraten4.2 g","Prijs per KG € 4,78","Eiwitten3.5 g"
"1665126938-565","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Melkunie Protein mango yoghurt 0,8% fat","https://www.ah.nl/producten/product/wi448811/melkunie-protein-mango-yoghurt-0-8-fat","1.79","306 kJ (73 kcal)","Vet0.8 g","Koolhydraten5.5 g","Prijs per KG € 8,95","Eiwitten10 g"
"1665126940-566","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Yoghurt Griekse stijl 5% vet","https://www.ah.nl/producten/product/wi177509/ah-yoghurt-griekse-stijl-5-vet","1.59","321 kJ (77 kcal)","Vet5 g","Koolhydraten4.5 g","Prijs per KG € 3,18","Eiwitten3.5 g"
"1665126943-567","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Fage Total Griekse yoghurt 0%","https://www.ah.nl/producten/product/wi133256/fage-total-griekse-yoghurt-0","3.19","230 kJ (54 kcal)","Vet0 g","Koolhydraten3 g","Prijs per KG € 6,38","Eiwitten10.3 g"
"1665126945-568","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Arla Skyr vanille yoghurt 0% fat XL","https://www.ah.nl/producten/product/wi486417/arla-skyr-vanille-yoghurt-0-fat-xl","4.15","316 kJ (74 kcal)","Vet0 g","Koolhydraten8.3 g","Prijs per KG € 4,15","Eiwitten9.1 g"
"1665126947-569","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Activia Yoghurt pruim","https://www.ah.nl/producten/product/wi128697/activia-yoghurt-pruim","2.19","414 kJ (98 kcal)","Vet3.4 g","Koolhydraten12.9 g","Normale prijs per KG € 4,38","Eiwitten3.4 g"
"1665126950-570","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","De Zaanse Hoeve Ongezouten roomboter","https://www.ah.nl/producten/product/wi514748/de-zaanse-hoeve-ongezouten-roomboter","5.15","3061 kJ (744 kcal)","Vet82 g","Koolhydraten1 g","Prijs per KG € 10,30","Eiwitten0.6 g"
"1665126952-571","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Alpro soya drink choco","https://www.ah.nl/producten/product/wi46003/alpro-soya-drink-choco","2.29","61 kcal (255 kJ)","Vet1.8 g","Koolhydraten7.8 g","Prijs per LT € 2,29","Eiwitten3.1 g"
"1665126954-572","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Arla Lactofree Volle Melk","https://www.ah.nl/producten/product/wi474966/arla-lactofree-volle-melk","2.29","234 kJ (56 kcal)","Vet3.6 g","Koolhydraten2.6 g","Prijs per LT € 2,29","Eiwitten3.3 g"
"1665126957-573","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Smeerbare roomboter gezouten","https://www.ah.nl/producten/product/wi429612/ah-smeerbare-roomboter-gezouten","2.99","2424 kJ (589 kcal)","Vet65 g","Koolhydraten0.5 g","Prijs per KG € 11,96","Eiwitten0.6 g"
"1665126959-574","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Magere yoghurt","https://www.ah.nl/producten/product/wi33703/ah-magere-yoghurt","0.79","160 kJ (38 kcal)","Vet0.1 g","Koolhydraten4.7 g","Prijs per LT € 1,58","Eiwitten4.5 g"
